Datetime,AHU: Supply Air Temperature,AHU: Supply Air Temperature Set Point,AHU: Outdoor Air Temperature,Zone Air Temperature,AHU: Mixed Air Temperature,AHU: Return Air Temperature,AHU: Cooling Coil Valve Control Signal,Occupancy Mode Indicator
8/19/2008 9:04,55.04,55,77.75,73.65,74.6,73.65,0.38,1
8/19/2008 9:05,55.04,55,77.81,73.65,74.6,73.65,0.38,1
8/19/2008 9:06,55.04,55,77.81,73.65,74.5,73.65,0.38,1
8/19/2008 9:07,55.04,55,77.81,73.76,74.82,73.76,0.38,1
8/19/2008 9:08,55.04,55,77.81,73.55,74.6,73.55,0.38,1
8/19/2008 9:09,55.04,55,77.81,73.55,74.6,73.55,0.38,1
8/19/2008 9:10,55.04,55,77.95,73.65,74.82,73.65,0.38,1
8/19/2008 9:11,55.26,55,77.95,73.34,74.5,73.34,0.39,1
8/19/2008 9:12,55.04,55,77.95,73.44,74.39,73.44,0.38,1
8/19/2008 9:13,55.04,55,77.95,73.55,74.71,73.55,0.38,1
8/19/2008 9:14,55.04,55,77.95,73.23,74.5,73.23,0.39,1
8/19/2008 9:15,55.15,55,77.95,73.55,74.71,73.55,0.39,1
8/19/2008 9:16,55.15,55,78.09,73.34,74.5,73.34,0.39,1
8/19/2008 9:17,55.15,55,78.09,73.34,74.39,73.34,0.39,1
8/19/2008 9:18,55.15,55,78.09,73.34,74.5,73.34,0.39,1
8/19/2008 9:19,55.04,55,78.09,73.23,74.5,73.23,0.39,1
8/19/2008 9:20,55.04,55,78.09,73.34,74.39,73.34,0.39,1
8/19/2008 9:21,55.26,55,78.23,73.23,74.39,73.23,0.4,1
8/19/2008 9:22,55.04,55,78.23,73.23,74.39,73.23,0.4,1
8/19/2008 9:23,55.04,55,78.23,73.13,74.39,73.13,0.4,1
8/19/2008 9:24,55.04,55,78.23,73.34,74.5,73.34,0.4,1
8/19/2008 9:25,55.04,55,78.23,73.13,74.39,73.13,0.4,1
8/19/2008 9:26,55.04,55,78.18,73.13,74.29,73.13,0.4,1
8/19/2008 9:27,55.04,55,78.18,73.13,74.29,73.13,0.4,1
8/19/2008 9:28,55.04,55,78.18,73.02,74.29,73.02,0.4,1
8/19/2008 9:29,55.04,55,78.18,72.92,74.29,72.92,0.4,1
8/19/2008 9:30,55.04,55,78.18,73.02,74.29,73.02,0.4,1
8/19/2008 9:31,55.04,55,78.14,72.81,74.29,72.81,0.4,1
8/19/2008 9:32,55.04,55,78.14,72.92,74.39,72.92,0.41,1
8/19/2008 9:33,55.04,55,78.14,72.81,74.07,72.81,0.41,1
8/19/2008 9:34,55.04,55,78.14,72.81,74.07,72.81,0.41,1
8/19/2008 9:35,55.26,55,78.14,72.81,74.07,72.81,0.41,1
8/19/2008 9:36,55.04,55,78.14,72.71,74.18,72.71,0.41,1
8/19/2008 9:37,55.04,55,78.1,72.71,74.07,72.71,0.41,1
8/19/2008 9:38,55.04,55,78.1,72.71,74.07,72.71,0.41,1
8/19/2008 9:39,55.15,55,78.1,72.71,74.07,72.71,0.41,1
8/19/2008 9:40,55.15,55,78.1,72.71,74.18,72.71,0.41,1
8/19/2008 9:41,55.04,55,78.1,72.71,74.07,72.71,0.41,1
8/19/2008 9:42,55.04,55,78.23,72.71,74.07,72.71,0.41,1
8/19/2008 9:43,55.04,55,78.23,72.6,74.07,72.6,0.41,1
8/19/2008 9:44,55.04,55,78.23,72.6,74.07,72.6,0.42,1
8/19/2008 9:45,55.04,55,78.23,72.71,74.07,72.71,0.42,1
8/19/2008 9:46,55.26,55,78.23,72.81,73.97,72.81,0.42,1
8/19/2008 9:47,55.26,55,78.23,72.6,74.07,72.6,0.42,1
8/19/2008 9:48,55.04,55,78.37,72.6,73.97,72.6,0.42,1
8/19/2008 9:49,55.15,55,78.37,72.6,73.97,72.6,0.42,1
8/19/2008 9:50,55.04,55,78.37,72.71,73.97,72.71,0.42,1
8/19/2008 9:51,55.04,55,78.37,72.6,74.07,72.6,0.42,1
8/19/2008 9:52,55.04,55,78.37,72.5,73.97,72.5,0.42,1
8/19/2008 9:53,55.04,55,78.34,72.71,73.97,72.71,0.42,1
8/19/2008 9:54,55.04,55,78.34,72.6,73.97,72.6,0.42,1
8/19/2008 9:55,54.93,55,78.34,72.71,73.97,72.71,0.42,1
8/19/2008 9:56,54.93,55,78.34,72.6,73.97,72.6,0.42,1
8/19/2008 9:57,54.93,55,78.34,72.6,73.97,72.6,0.42,1
8/19/2008 9:58,54.93,55,78.34,72.5,73.86,72.5,0.42,1
8/19/2008 9:59,54.83,55,78.28,72.5,73.86,72.5,0.42,1
8/19/2008 10:00,54.93,55,78.28,72.81,74.07,72.81,0.42,1
8/19/2008 10:01,54.93,55,78.28,72.71,74.18,72.71,0.42,1
8/19/2008 10:02,54.93,55,78.28,72.5,73.97,72.5,0.42,1
8/19/2008 10:03,54.93,55,78.28,72.5,73.86,72.5,0.42,1
8/19/2008 10:04,55.04,55,78.32,72.5,73.97,72.5,0.42,1
8/19/2008 10:05,55.04,55,78.32,72.71,74.18,72.71,0.42,1
8/19/2008 10:06,55.04,55,78.32,72.5,73.86,72.5,0.42,1
8/19/2008 10:07,54.93,55,78.32,72.5,73.86,72.5,0.42,1
8/19/2008 10:08,55.04,55,78.32,72.6,73.86,72.6,0.42,1
8/19/2008 10:09,54.93,55,78.35,72.6,73.97,72.6,0.42,1
8/19/2008 10:10,54.93,55,78.35,72.5,73.97,72.5,0.42,1
8/19/2008 10:11,54.93,55,78.35,72.6,73.97,72.6,0.42,1
8/19/2008 10:12,55.15,55,78.35,72.5,73.97,72.5,0.42,1
8/19/2008 10:13,55.04,55,78.35,72.5,73.76,72.5,0.42,1
8/19/2008 10:14,54.93,55,78.41,72.6,73.97,72.6,0.42,1
8/19/2008 10:15,55.04,55,78.41,72.5,73.97,72.5,0.42,1
8/19/2008 10:16,55.04,55,78.41,72.5,73.97,72.5,0.42,1
8/19/2008 10:17,55.04,55,78.41,72.6,74.07,72.6,0.42,1
8/19/2008 10:18,55.04,55,78.41,72.5,73.97,72.5,0.42,1
8/19/2008 10:19,55.04,55,78.55,72.5,73.97,72.5,0.42,1
8/19/2008 10:20,55.04,55,78.55,72.5,73.97,72.5,0.42,1
8/19/2008 10:21,55.15,55,78.55,72.71,74.29,72.71,0.43,1
8/19/2008 10:22,54.93,55,78.55,72.39,74.07,72.39,0.43,1
8/19/2008 10:23,55.15,55,78.55,72.71,74.29,72.71,0.43,1
8/19/2008 10:24,55.15,55,78.55,72.5,74.07,72.5,0.43,1
8/19/2008 10:25,55.15,55,78.6,72.5,74.07,72.5,0.43,1
8/19/2008 10:26,55.04,55,78.6,72.5,73.97,72.5,0.43,1
8/19/2008 10:27,55.04,55,78.6,72.6,74.07,72.6,0.43,1
8/19/2008 10:28,55.04,55,78.6,72.81,74.29,72.81,0.43,1
8/19/2008 10:29,54.83,55,78.6,72.5,74.07,72.5,0.43,1
8/19/2008 10:30,55.04,55,78.89,72.5,74.07,72.5,0.43,1
8/19/2008 10:31,55.04,55,78.89,72.5,74.07,72.5,0.43,1
8/19/2008 10:32,55.15,55,78.89,72.5,74.07,72.5,0.44,1
8/19/2008 10:33,55.04,55,78.89,72.5,74.07,72.5,0.43,1
8/19/2008 10:34,54.93,55,78.89,72.5,74.07,72.5,0.43,1
8/19/2008 10:35,55.04,55,78.89,72.5,73.97,72.5,0.43,1
8/19/2008 10:36,55.04,55,79.57,72.71,74.29,72.71,0.43,1
8/19/2008 10:37,54.93,55,79.57,72.5,74.07,72.5,0.43,1
8/19/2008 10:38,55.04,55,79.57,72.5,74.07,72.5,0.44,1
8/19/2008 10:39,55.15,55,79.57,72.5,74.07,72.5,0.44,1
8/19/2008 10:40,55.04,55,79.57,72.6,74.07,72.6,0.44,1
8/19/2008 10:41,54.93,55,79.58,72.5,74.07,72.5,0.43,1
8/19/2008 10:42,55.26,55,79.58,72.81,74.29,72.81,0.44,1
8/19/2008 10:43,55.04,55,79.58,72.5,73.97,72.5,0.44,1
8/19/2008 10:44,55.04,55,79.58,72.6,74.18,72.6,0.44,1
8/19/2008 10:45,55.15,55,79.58,72.5,74.07,72.5,0.44,1
8/19/2008 10:46,55.15,55,80.58,72.71,74.39,72.71,0.45,1
8/19/2008 10:47,55.26,55,80.58,72.39,74.07,72.39,0.45,1
8/19/2008 10:48,55.15,55,80.58,72.6,74.18,72.6,0.45,1
8/19/2008 10:49,55.15,55,80.58,72.5,74.18,72.5,0.45,1
8/19/2008 10:50,55.26,55,80.58,72.5,74.29,72.5,0.46,1
8/19/2008 10:51,55.15,55,80.6,72.5,74.18,72.5,0.45,1
8/19/2008 10:52,55.26,55,80.6,72.6,74.29,72.6,0.46,1
8/19/2008 10:53,55.04,55,80.6,72.5,74.29,72.5,0.46,1
8/19/2008 10:54,55.15,55,80.6,72.5,74.29,72.5,0.46,1
8/19/2008 10:55,55.15,55,80.6,72.6,74.29,72.6,0.46,1
8/19/2008 10:56,55.15,55,80.6,72.5,74.29,72.5,0.47,1
8/19/2008 10:57,55.04,55,80.47,72.5,74.29,72.5,0.46,1
8/19/2008 10:58,55.04,55,80.47,72.71,74.5,72.71,0.46,1
8/19/2008 10:59,55.04,55,80.47,72.5,74.29,72.5,0.46,1
8/19/2008 11:00,55.15,55,80.47,72.71,74.39,72.71,0.47,1
8/19/2008 11:01,55.15,55,80.47,72.5,74.39,72.5,0.47,1
8/19/2008 11:02,55.15,55,79.83,72.5,74.29,72.5,0.47,1
8/19/2008 11:03,55.15,55,79.83,72.5,74.29,72.5,0.47,1
8/19/2008 11:04,55.04,55,79.83,72.5,74.29,72.5,0.47,1
8/19/2008 11:05,55.04,55,79.83,72.5,74.29,72.5,0.47,1
8/19/2008 11:06,55.04,55,79.83,72.5,74.39,72.5,0.47,1
8/19/2008 11:07,55.04,55,79.85,72.39,74.29,72.39,0.47,1
8/19/2008 11:08,55.04,55,79.85,72.39,74.29,72.39,0.47,1
8/19/2008 11:09,55.04,55,79.85,72.29,74.29,72.29,0.47,1
8/19/2008 11:10,55.04,55,79.85,72.29,74.29,72.29,0.47,1
8/19/2008 11:11,54.93,55,79.85,72.29,74.29,72.29,0.47,1
8/19/2008 11:12,55.26,55,79.92,72.6,74.5,72.6,0.47,1
8/19/2008 11:13,54.93,55,79.92,72.39,74.29,72.39,0.47,1
8/19/2008 11:14,54.93,55,79.92,72.39,74.29,72.39,0.47,1
8/19/2008 11:15,54.93,55,79.92,72.39,74.29,72.39,0.47,1
8/19/2008 11:16,54.93,55,79.92,72.39,74.18,72.39,0.47,1
8/19/2008 11:17,54.93,55,80.26,72.29,74.18,72.29,0.47,1
8/19/2008 11:18,54.93,55,80.26,72.39,74.18,72.39,0.47,1
8/19/2008 11:19,55.04,55,80.26,72.39,74.18,72.39,0.48,1
8/19/2008 11:20,55.04,55,80.26,72.29,74.29,72.29,0.48,1
8/19/2008 11:21,55.04,55,80.26,72.29,74.18,72.29,0.48,1
8/19/2008 11:22,55.15,55,80.26,72.39,74.29,72.39,0.48,1
8/19/2008 11:23,55.26,55,80.32,72.39,74.18,72.39,0.48,1
8/19/2008 11:24,55.04,55,80.32,72.39,74.18,72.39,0.48,1
8/19/2008 11:25,55.04,55,80.32,72.39,74.29,72.39,0.48,1
8/19/2008 11:26,55.04,55,80.32,72.29,74.29,72.29,0.48,1
8/19/2008 11:27,55.04,55,80.32,72.39,74.29,72.39,0.48,1
8/19/2008 11:28,55.15,55,80.73,72.39,74.29,72.39,0.48,1
8/19/2008 11:29,55.04,55,80.73,72.29,74.29,72.29,0.48,1
8/19/2008 11:30,55.15,55,80.73,72.29,74.18,72.29,0.48,1
8/19/2008 11:31,55.04,55,80.73,72.18,74.18,72.18,0.49,1
8/19/2008 11:32,55.04,55,80.73,72.29,74.29,72.29,0.49,1
8/19/2008 11:33,55.04,55,81.24,72.39,74.39,72.39,0.49,1
8/19/2008 11:34,55.15,55,81.24,72.6,74.6,72.6,0.49,1
8/19/2008 11:35,55.15,55,81.24,72.39,74.39,72.39,0.49,1
8/19/2008 11:36,55.15,55,81.24,72.29,74.39,72.29,0.49,1
8/19/2008 11:37,55.15,55,81.24,72.39,74.5,72.39,0.5,1
8/19/2008 11:38,55.26,55,81.5,72.39,74.5,72.39,0.5,1
8/19/2008 11:39,55.15,55,81.5,72.39,74.5,72.39,0.5,1
8/19/2008 11:40,55.15,55,81.5,72.5,74.5,72.5,0.5,1
8/19/2008 11:41,55.15,55,81.5,72.39,74.5,72.39,0.5,1
8/19/2008 11:42,55.04,55,81.5,72.39,74.5,72.39,0.5,1
8/19/2008 11:43,55.04,55,81.5,72.29,74.39,72.29,0.5,1
8/19/2008 11:44,55.04,55,81.15,72.39,74.5,72.39,0.51,1
8/19/2008 11:45,55.26,55,81.15,72.39,74.5,72.39,0.51,1
8/19/2008 11:46,55.04,55,81.15,72.29,74.5,72.29,0.51,1
8/19/2008 11:47,55.04,55,81.15,72.29,74.5,72.29,0.51,1
8/19/2008 11:48,55.26,55,81.15,72.39,74.5,72.39,0.51,1
8/19/2008 11:49,55.15,55,81.31,72.29,74.5,72.29,0.51,1
8/19/2008 11:50,55.15,55,81.31,72.29,74.6,72.29,0.52,1
8/19/2008 11:51,55.26,55,81.31,72.39,74.39,72.39,0.51,1
8/19/2008 11:52,55.04,55,81.31,72.29,74.39,72.29,0.52,1
8/19/2008 11:53,55.15,55,81.31,72.29,74.39,72.29,0.51,1
8/19/2008 11:54,55.04,55,81.31,72.18,74.5,72.18,0.52,1
8/19/2008 11:55,55.04,55,82.2,72.29,74.39,72.29,0.52,1
8/19/2008 11:56,55.04,55,82.2,72.18,74.39,72.18,0.52,1
8/19/2008 11:57,55.04,55,82.2,72.18,74.39,72.18,0.52,1
8/19/2008 11:58,55.04,55,82.2,72.29,74.5,72.29,0.52,1
8/19/2008 11:59,55.04,55,82.2,72.6,74.71,72.6,0.52,1
8/19/2008 12:00,55.15,55,82.42,72.29,74.5,72.29,0.52,1
8/19/2008 12:01,55.15,55,82.42,72.18,74.6,72.18,0.52,1
8/19/2008 12:02,55.15,55,82.42,71.87,74.5,71.87,0.53,1
8/19/2008 12:03,55.26,55,82.42,71.66,74.5,71.66,0.53,1
8/19/2008 12:04,55.15,55,82.42,71.66,74.5,71.66,0.53,1
8/19/2008 12:05,55.04,55,82.42,71.34,74.18,71.34,0.53,1
8/19/2008 12:06,54.93,55,83.2,71.13,74.07,71.13,0.53,1
8/19/2008 12:07,54.83,55,83.2,71.02,74.07,71.02,0.52,1
8/19/2008 12:08,54.72,55,83.2,71.13,74.07,71.13,0.52,1
8/19/2008 12:09,54.61,55,83.2,70.71,73.65,70.71,0.51,1
8/19/2008 12:10,54.39,55,83.2,70.81,73.65,70.81,0.51,1
8/19/2008 12:11,54.39,55,82.72,70.6,73.54,70.6,0.5,1
8/19/2008 12:12,53.43,55,82.72,70.6,73.12,70.6,0.47,1
8/19/2008 12:13,52.78,55,82.72,70.92,73.23,70.92,0.43,1
8/19/2008 12:14,52.57,55,82.72,70.81,73.23,70.81,0.4,1
8/19/2008 12:15,52.57,55,82.72,70.71,73.23,70.71,0.37,1
8/19/2008 12:16,52.67,55,82.77,70.81,73.12,70.81,0.35,1
8/19/2008 12:17,53,55,82.77,71.13,73.33,71.13,0.33,1
8/19/2008 12:18,53.1,55,82.77,70.92,73.23,70.92,0.31,1
8/19/2008 12:19,53.43,55,82.77,71.02,73.12,71.02,0.3,1
8/19/2008 12:20,53.64,55,82.77,71.02,73.12,71.02,0.29,1
8/19/2008 12:21,53.96,55,82.77,71.13,73.23,71.13,0.28,1
8/19/2008 12:22,54.29,55,83.42,71.24,73.23,71.24,0.28,1
8/19/2008 12:23,54.39,55,83.42,71.13,73.33,71.13,0.28,1
8/19/2008 12:24,54.83,55,83.42,71.34,73.33,71.34,0.28,1
8/19/2008 12:25,54.72,55,83.42,71.66,73.54,71.66,0.27,1
8/19/2008 12:26,55.15,55,83.42,71.45,73.44,71.45,0.27,1
8/19/2008 12:27,55.04,55,83.12,71.45,73.44,71.45,0.28,1
8/19/2008 12:28,55.15,55,83.12,71.45,73.44,71.45,0.28,1
8/19/2008 12:29,55.15,55,83.12,71.76,73.65,71.76,0.28,1
8/19/2008 12:30,55.47,55,83.12,71.55,73.54,71.55,0.29,1
8/19/2008 12:31,55.26,55,83.12,71.66,73.86,71.66,0.3,1
8/19/2008 12:32,55.36,55,83.12,71.66,73.65,71.66,0.3,1
8/19/2008 12:33,55.58,55,83.17,71.87,73.86,71.87,0.31,1
8/19/2008 12:34,55.47,55,83.17,71.76,73.86,71.76,0.31,1
8/19/2008 12:35,55.47,55,83.17,71.55,73.65,71.55,0.32,1
8/19/2008 12:36,55.69,55,83.17,71.55,73.76,71.55,0.32,1
8/19/2008 12:37,55.69,55,83.17,71.55,73.76,71.55,0.33,1
8/19/2008 12:38,55.69,55,83.48,71.55,73.76,71.55,0.34,1
8/19/2008 12:39,55.79,55,83.48,71.55,73.76,71.55,0.35,1
8/19/2008 12:40,55.9,55,83.48,71.76,73.97,71.76,0.36,1
8/19/2008 12:41,55.79,55,83.48,71.45,73.76,71.45,0.37,1
8/19/2008 12:42,55.69,55,83.48,71.55,73.76,71.55,0.38,1
8/19/2008 12:43,55.58,55,83.48,71.55,73.65,71.55,0.38,1
8/19/2008 12:44,55.36,55,83.49,71.55,73.86,71.55,0.38,1
8/19/2008 12:45,55.47,55,83.49,71.45,73.97,71.45,0.39,1
8/19/2008 12:46,55.26,55,83.49,71.45,73.86,71.45,0.39,1
8/19/2008 12:47,55.26,55,83.49,71.55,73.97,71.55,0.4,1
8/19/2008 12:48,55.47,55,83.49,71.55,73.97,71.55,0.4,1
8/19/2008 12:49,55.15,55,84.43,71.45,73.97,71.45,0.4,1
8/19/2008 12:50,55.26,55,84.43,71.45,73.97,71.45,0.4,1
8/19/2008 12:51,55.15,55,84.43,71.45,73.97,71.45,0.4,1
8/19/2008 12:52,55.15,55,84.43,71.55,73.97,71.55,0.4,1
8/19/2008 12:53,55.36,55,84.43,71.66,74.29,71.66,0.41,1
8/19/2008 12:54,55.15,55,84.43,71.45,73.97,71.45,0.41,1
8/19/2008 12:55,55.15,55,84.42,71.34,74.07,71.34,0.41,1
8/19/2008 12:56,55.15,55,84.42,71.34,74.07,71.34,0.41,1
8/19/2008 12:57,55.15,55,84.42,71.55,74.07,71.55,0.42,1
8/19/2008 12:58,55.15,55,84.42,71.34,74.07,71.34,0.41,1
8/19/2008 12:59,55.04,55,84.42,71.24,74.07,71.24,0.42,1
8/19/2008 13:00,55.36,55,84.74,71.24,74.07,71.24,0.42,1
8/19/2008 13:01,55.15,55,84.74,71.24,74.07,71.24,0.43,1
8/19/2008 13:02,55.15,55,84.74,71.55,74.18,71.55,0.42,1
8/19/2008 13:03,55.36,55,84.74,71.66,74.18,71.66,0.43,1
8/19/2008 13:04,55.26,55,84.74,72.18,74.39,72.18,0.43,1
8/19/2008 13:05,55.26,55,84.73,72.29,74.5,72.29,0.43,1
8/19/2008 13:06,55.26,55,84.73,72.5,74.71,72.5,0.43,1
8/19/2008 13:07,55.36,55,84.73,72.5,74.71,72.5,0.44,1
8/19/2008 13:08,55.69,55,84.73,72.92,75.14,72.92,0.45,1
8/19/2008 13:09,55.47,55,84.73,72.81,75.14,72.81,0.45,1
8/19/2008 13:10,55.47,55,84.82,72.71,75.14,72.71,0.46,1
8/19/2008 13:11,55.36,55,84.82,72.92,75.35,72.92,0.46,1
8/19/2008 13:12,55.47,55,84.82,72.81,75.14,72.81,0.46,1
8/19/2008 13:13,55.26,55,84.82,72.92,75.14,72.92,0.46,1
8/19/2008 13:14,55.36,55,84.82,73.13,75.45,73.13,0.47,1
8/19/2008 13:15,55.36,55,84.58,73.02,75.45,73.02,0.47,1
8/19/2008 13:16,55.36,55,84.58,72.81,75.35,72.81,0.48,1
8/19/2008 13:17,55.47,55,84.58,72.71,75.24,72.71,0.48,1
8/19/2008 13:18,55.36,55,84.58,72.71,75.24,72.71,0.49,1
8/19/2008 13:19,55.47,55,84.58,72.71,75.35,72.71,0.49,1
8/19/2008 13:20,55.58,55,84.58,72.81,75.35,72.81,0.49,1
8/19/2008 13:21,55.36,55,85.86,72.81,75.45,72.81,0.5,1
8/19/2008 13:22,55.47,55,85.86,72.81,75.45,72.81,0.5,1
8/19/2008 13:23,55.69,55,85.86,72.71,75.45,72.71,0.51,1
8/19/2008 13:24,55.58,55,85.86,72.71,75.45,72.71,0.51,1
8/19/2008 13:25,55.36,55,85.86,72.81,75.56,72.81,0.52,1
8/19/2008 13:26,55.36,55,84.66,72.92,75.77,72.92,0.53,1
8/19/2008 13:27,55.47,55,84.66,72.92,75.77,72.92,0.53,1
8/19/2008 13:28,55.36,55,84.66,72.6,75.45,72.6,0.53,1
8/19/2008 13:29,55.26,55,84.66,72.6,75.45,72.6,0.53,1
8/19/2008 13:30,55.26,55,84.66,72.6,75.45,72.6,0.54,1
8/19/2008 13:31,55.26,55,83.88,72.5,75.45,72.5,0.54,1
8/19/2008 13:32,55.15,55,83.88,72.5,75.35,72.5,0.54,1
8/19/2008 13:33,55.15,55,83.88,72.6,75.35,72.6,0.54,1
8/19/2008 13:34,55.26,55,83.88,72.6,75.24,72.6,0.54,1
8/19/2008 13:35,55.04,55,83.88,72.5,75.35,72.5,0.54,1
8/19/2008 13:36,55.04,55,83.88,72.39,75.24,72.39,0.54,1
8/19/2008 13:37,54.93,55,83.17,72.29,75.14,72.29,0.54,1
8/19/2008 13:38,54.83,55,83.17,72.29,75.03,72.29,0.54,1
8/19/2008 13:39,54.93,55,83.17,72.29,75.03,72.29,0.54,1
8/19/2008 13:40,54.83,55,83.17,72.39,75.03,72.39,0.54,1
8/19/2008 13:41,54.93,55,83.17,72.29,74.92,72.29,0.54,1
8/19/2008 13:42,54.83,55,83.02,72.29,74.92,72.29,0.54,1
8/19/2008 13:43,54.83,55,83.02,72.29,74.92,72.29,0.53,1
8/19/2008 13:44,54.83,55,83.02,72.29,74.92,72.29,0.53,1
8/19/2008 13:45,54.83,55,83.02,72.18,74.92,72.18,0.53,1
8/19/2008 13:46,54.93,55,83.02,72.29,74.92,72.29,0.53,1
8/19/2008 13:47,54.93,55,84.52,72.29,74.92,72.29,0.53,1
8/19/2008 13:48,54.93,55,84.52,72.29,74.92,72.29,0.53,1
8/19/2008 13:49,54.93,55,84.52,72.39,75.03,72.39,0.53,1
8/19/2008 13:50,55.04,55,84.52,72.18,75.03,72.18,0.54,1
8/19/2008 13:51,55.04,55,84.52,72.29,75.03,72.29,0.53,1
8/19/2008 13:52,55.15,55,84.52,72.39,75.14,72.39,0.54,1
8/19/2008 13:53,55.15,55,85.58,72.29,75.03,72.29,0.54,1
8/19/2008 13:54,55.15,55,85.58,72.5,75.35,72.5,0.54,1
8/19/2008 13:55,55.26,55,85.58,72.29,75.14,72.29,0.55,1
8/19/2008 13:56,55.26,55,85.58,72.29,75.14,72.29,0.55,1
8/19/2008 13:57,55.26,55,85.58,72.29,75.24,72.29,0.55,1
8/19/2008 13:58,55.26,55,85.12,72.6,75.45,72.6,0.55,1
8/19/2008 13:59,55.15,55,85.12,72.39,75.24,72.39,0.56,1
8/19/2008 14:00,55.15,55,85.12,72.39,75.14,72.39,0.56,1
8/19/2008 14:01,55.04,55,85.12,72.39,75.24,72.39,0.56,1
8/19/2008 14:02,55.15,55,85.12,72.39,75.24,72.39,0.56,1
8/19/2008 14:03,55.36,55,85.19,72.29,75.24,72.29,0.57,1
8/19/2008 14:04,55.26,55,85.19,72.39,75.24,72.39,0.57,1
8/19/2008 14:05,55.26,55,85.19,72.39,75.35,72.39,0.57,1
8/19/2008 14:06,55.26,55,85.19,72.29,75.35,72.29,0.57,1
8/19/2008 14:07,55.15,55,85.19,72.29,75.24,72.29,0.58,1
8/19/2008 14:08,55.15,55,84.97,72.5,75.45,72.5,0.58,1
8/19/2008 14:09,55.15,55,84.97,72.29,75.24,72.29,0.58,1
8/19/2008 14:10,55.04,55,84.97,72.29,75.24,72.29,0.58,1
8/19/2008 14:11,55.15,55,84.97,72.39,75.24,72.39,0.58,1
8/19/2008 14:12,55.15,55,84.97,72.39,75.35,72.39,0.59,1
8/19/2008 14:13,55.36,55,84.97,72.39,75.24,72.39,0.59,1
8/19/2008 14:14,55.15,55,85.35,72.39,75.24,72.39,0.59,1
8/19/2008 14:15,55.04,55,85.35,72.39,75.35,72.39,0.59,1
8/19/2008 14:16,55.15,55,85.35,72.39,75.35,72.39,0.6,1
8/19/2008 14:17,55.15,55,85.35,72.39,75.35,72.39,0.59,1
8/19/2008 14:18,55.26,55,85.35,72.29,75.35,72.29,0.6,1
8/19/2008 14:19,55.15,55,85.82,72.29,75.35,72.29,0.6,1
8/19/2008 14:20,55.15,55,85.82,72.29,75.24,72.29,0.6,1
8/19/2008 14:21,55.36,55,85.82,72.18,75.24,72.18,0.6,1
8/19/2008 14:22,55.04,55,85.82,72.29,75.35,72.29,0.6,1
8/19/2008 14:23,55.04,55,85.82,72.39,75.24,72.39,0.6,1
8/19/2008 14:24,55.04,55,84.61,72.39,75.35,72.39,0.6,1
8/19/2008 14:25,55.04,55,84.61,72.29,75.35,72.29,0.6,1
8/19/2008 14:26,54.93,55,84.61,72.08,75.24,72.08,0.61,1
8/19/2008 14:27,55.04,55,84.61,72.18,75.24,72.18,0.61,1
8/19/2008 14:28,55.15,55,84.61,72.39,75.35,72.39,0.61,1
8/19/2008 14:29,55.04,55,85.82,72.6,75.56,72.6,0.61,1
8/19/2008 14:30,55.04,55,85.82,72.39,75.35,72.39,0.61,1
8/19/2008 14:31,55.04,55,85.82,72.39,75.45,72.39,0.61,1
8/19/2008 14:32,55.04,55,85.82,72.39,75.45,72.39,0.61,1
8/19/2008 14:33,55.15,55,85.82,72.39,75.45,72.39,0.61,1
8/19/2008 14:34,55.15,55,85.12,72.39,75.45,72.39,0.61,1
8/19/2008 14:35,55.04,55,85.12,72.39,75.35,72.39,0.61,1
8/19/2008 14:36,55.04,55,85.12,72.39,75.35,72.39,0.61,1
8/19/2008 14:37,55.04,55,85.12,72.18,75.24,72.18,0.61,1
8/19/2008 14:38,55.04,55,85.12,72.29,75.35,72.29,0.61,1
8/19/2008 14:39,55.04,55,85.12,72.29,75.24,72.29,0.61,1
8/19/2008 14:40,55.04,55,84.63,72.29,75.24,72.29,0.61,1
8/19/2008 14:41,55.04,55,84.63,72.39,75.35,72.39,0.61,1
8/19/2008 14:42,54.93,55,84.63,72.29,75.24,72.29,0.61,1
8/19/2008 14:43,55.15,55,84.63,72.18,75.24,72.18,0.62,1
8/19/2008 14:44,55.04,55,84.63,72.18,75.14,72.18,0.61,1
8/19/2008 14:45,55.04,55,85.28,72.18,75.24,72.18,0.61,1
8/19/2008 14:46,55.04,55,85.28,72.29,75.24,72.29,0.61,1
8/19/2008 14:47,54.93,55,85.28,72.29,75.24,72.29,0.61,1
8/19/2008 14:48,54.93,55,85.28,72.29,75.24,72.29,0.61,1
8/19/2008 14:49,54.93,55,85.28,72.29,75.14,72.29,0.62,1
8/19/2008 14:50,55.04,55,84.77,72.18,75.24,72.18,0.61,1
8/19/2008 14:51,54.83,55,84.77,72.18,75.14,72.18,0.61,1
8/19/2008 14:52,55.04,55,84.77,72.29,75.14,72.29,0.61,1
8/19/2008 14:53,54.83,55,84.77,72.29,75.24,72.29,0.61,1
8/19/2008 14:54,54.93,55,84.77,72.29,75.24,72.29,0.61,1
8/19/2008 14:55,54.93,55,84.77,72.5,75.45,72.5,0.61,1
8/19/2008 14:56,54.93,55,84.41,72.29,75.24,72.29,0.61,1
8/19/2008 14:57,55.15,55,84.41,72.39,75.24,72.39,0.61,1
8/19/2008 14:58,54.93,55,84.41,72.39,75.35,72.39,0.61,1
