Datetime,AHU: Supply Air Temperature,AHU: Supply Air Temperature Set Point,Zone Air Temperature,AHU: Outdoor Air Temperature,Zone Air Temperature.1,AHU: Mixed Air Temperature,AHU: Return Air Temperature,AHU: Cooling Coil Valve Control Signal,Occupancy Mode Indicator,Supply Air Volume,Q_fan,Q_chill,Q_total,Q_vav,Total
5/03/2009 17:11,54.83,55,72.71,54.56,72.71,59.01,72.71,0.16,1,36.36,45.45,44.77,0.09,0.02902,0.11902
5/03/2009 17:12,54.93,55,72.71,54.52,72.71,58.9,72.71,0.16,1,36.56,45.7,42.75,0.088,0.02918,0.11718
5/03/2009 17:13,55.04,55,72.6,54.45,72.6,58.9,72.6,0.16,1,37.02,46.275,42.09,0.088,0.02835,0.11635
5/03/2009 17:14,55.04,55,72.81,54.4,72.81,58.8,72.81,0.17,1,36.58,45.725,40.51,0.086,0.03028,0.11628
5/03/2009 17:15,54.93,55,72.81,54.38,72.81,58.58,72.81,0.17,1,36.36,45.45,39.09,0.085,0.03009,0.11509
5/03/2009 17:16,54.93,55,72.6,54.34,72.6,58.27,72.6,0.16,1,36.79,45.9875,36.19,0.082,0.02817,0.11017
5/03/2009 17:17,54.72,55,72.81,54.25,72.81,58.27,72.81,0.16,1,35.94,44.925,37.58,0.083,0.02975,0.11275
5/03/2009 17:18,54.72,55,72.81,54.12,72.81,58.05,72.81,0.15,1,35.94,44.925,35.25,0.08,0.02975,0.10975
5/03/2009 17:19,54.72,55,72.92,54.02,72.92,58.05,72.92,0.15,1,35.72,44.65,35.04,0.08,0.03072,0.11072
5/03/2009 17:20,54.72,55,72.92,53.95,72.92,57.95,72.92,0.15,1,35.72,44.65,33.98,0.079,0.03072,0.10972
5/03/2009 17:21,55.04,55,73.02,53.9,73.02,57.84,73.02,0.15,1,36.16,45.2,29.82,0.075,0.03217,0.10717
5/03/2009 17:22,55.04,55,72.81,53.83,72.81,57.63,72.81,0.15,1,36.58,45.725,27.91,0.074,0.03028,0.10428
5/03/2009 17:23,55.04,55,72.92,53.79,72.92,57.63,72.92,0.16,1,36.36,45.45,27.74,0.073,0.03127,0.10427
5/03/2009 17:24,55.26,55,72.92,53.74,72.92,57.63,72.92,0.16,1,36.81,46.0125,25.7,0.072,0.03166,0.10366
5/03/2009 17:25,55.26,55,72.92,53.74,72.92,57.52,72.92,0.16,1,36.81,46.0125,24.5,0.071,0.03166,0.10266
5/03/2009 17:26,55.15,55,72.92,53.69,72.92,57.42,72.92,0.16,1,36.58,45.725,24.46,0.07,0.03146,0.10146
5/03/2009 17:27,55.15,55,73.02,53.68,73.02,57.42,73.02,0.16,1,36.38,45.475,24.32,0.07,0.03236,0.10236
5/03/2009 17:28,54.93,55,73.13,53.68,73.13,57.42,73.13,0.16,1,35.72,44.65,26.2,0.071,0.03293,0.10393
5/03/2009 17:29,55.15,55,73.13,53.62,73.13,57.42,73.13,0.16,1,36.16,45.2,24.18,0.069,0.03334,0.10234
5/03/2009 17:30,55.04,55,73.13,53.62,73.13,57.31,73.13,0.16,1,35.94,44.925,24.03,0.069,0.03313,0.10213
5/03/2009 17:31,55.04,55,73.13,53.64,73.13,57.21,73.13,0.16,1,35.94,44.925,22.97,0.068,0.03313,0.10113
5/03/2009 17:32,55.04,55,73.23,53.63,73.23,57.21,73.23,0.16,1,35.74,44.675,22.84,0.068,0.034,0.102
5/03/2009 17:33,55.04,55,73.23,53.6,73.23,57.21,73.23,0.17,1,35.74,44.675,22.84,0.068,0.034,0.102
5/03/2009 17:34,54.83,55,73.13,53.59,73.13,57.21,73.13,0.16,1,35.52,44.4,24.9,0.069,0.03275,0.10175
5/03/2009 17:35,54.83,55,73.23,53.58,73.23,57.21,73.23,0.16,1,35.33,44.1625,24.77,0.069,0.03361,0.10261
5/03/2009 17:36,54.93,55,73.34,53.59,73.34,57.21,73.34,0.16,1,35.31,44.1375,23.71,0.068,0.03474,0.10274
5/03/2009 17:37,54.83,55,73.23,53.6,73.23,57.21,73.23,0.16,1,35.33,44.1625,24.77,0.069,0.03361,0.10261
5/03/2009 17:38,54.93,55,73.34,53.58,73.34,57.21,73.34,0.16,1,35.31,44.1375,23.71,0.068,0.03474,0.10274
5/03/2009 17:39,54.93,55,73.23,53.57,73.23,57.21,73.23,0.16,1,35.52,44.4,23.85,0.068,0.03379,0.10179
5/03/2009 17:40,54.93,55,73.34,53.54,73.34,57.21,73.34,0.16,1,35.31,44.1375,23.71,0.068,0.03474,0.10274
5/03/2009 17:41,54.83,55,73.34,53.53,73.34,57.1,73.34,0.16,1,35.12,43.9,23.48,0.067,0.03455,0.10155
5/03/2009 17:42,54.83,55,73.34,53.47,73.34,57.1,73.34,0.16,1,35.12,43.9,23.48,0.067,0.03455,0.10155
5/03/2009 17:43,54.93,55,73.34,53.55,73.34,57.1,73.34,0.15,1,35.31,44.1375,22.57,0.067,0.03474,0.10174
5/03/2009 17:44,54.93,55,73.34,53.54,73.34,57.1,73.34,0.15,1,35.31,44.1375,22.57,0.067,0.03474,0.10174
5/03/2009 17:45,54.93,55,73.23,53.51,73.23,56.99,73.23,0.15,1,35.52,44.4,21.55,0.066,0.03379,0.09979
5/03/2009 17:46,54.93,55,73.34,53.49,73.34,56.99,73.34,0.15,1,35.31,44.1375,21.43,0.066,0.03474,0.10074
5/03/2009 17:47,54.93,55,73.34,53.44,73.34,57.1,73.34,0.15,1,35.31,44.1375,22.57,0.067,0.03474,0.10174
5/03/2009 17:48,54.83,55,73.44,53.46,73.44,56.99,73.44,0.14,1,34.93,43.6625,22.22,0.066,0.03539,0.10139
5/03/2009 17:49,54.93,55,73.23,53.38,73.23,56.99,73.23,0.15,1,35.52,44.4,21.55,0.066,0.03379,0.09979
5/03/2009 17:50,54.93,55,73.34,53.35,73.34,56.89,73.34,0.15,1,35.31,44.1375,20.39,0.065,0.03474,0.09974
5/03/2009 17:51,54.93,55,73.44,53.36,73.44,56.99,73.44,0.14,1,35.12,43.9,21.31,0.065,0.03559,0.10059
5/03/2009 17:52,54.93,55,73.55,53.36,73.55,56.89,73.55,0.14,1,34.91,43.6375,20.15,0.064,0.0365,0.1005
5/03/2009 17:53,55.04,55,73.44,53.3,73.44,56.99,73.44,0.15,1,35.33,44.1625,20.29,0.064,0.0358,0.0998
5/03/2009 17:54,55.15,55,73.55,53.29,73.55,56.89,73.55,0.15,1,35.33,44.1625,18.11,0.062,0.03694,0.09894
5/03/2009 17:55,55.04,55,73.55,53.3,73.55,56.78,73.55,0.15,1,35.12,43.9,18,0.062,0.03672,0.09872
5/03/2009 17:56,55.15,55,73.55,53.31,73.55,56.89,73.55,0.15,1,35.33,44.1625,18.11,0.062,0.03694,0.09894
5/03/2009 17:57,55.15,55,73.55,53.33,73.55,56.89,73.55,0.15,1,35.33,44.1625,18.11,0.062,0.03694,0.09894
5/03/2009 17:58,55.15,55,73.55,53.35,73.55,56.89,73.55,0.15,1,35.33,44.1625,18.11,0.062,0.03694,0.09894
5/03/2009 17:59,55.15,55,73.55,53.3,73.55,56.78,73.55,0.15,1,35.33,44.1625,16.96,0.061,0.03694,0.09794
5/04/2009 8:00,56.12,55,72.6,41.57,72.6,53.28,72.6,0,1,39.45,49.3125,33,0.082,0.03021,0.11221
5/04/2009 8:01,56.01,55,72.6,41.83,72.6,53.07,72.6,0,1,39.19,48.9875,33.94,0.083,0.03001,0.11301
5/04/2009 8:02,55.9,55,73.02,41.97,73.02,52.96,73.02,0,1,37.97,47.4625,32.88,0.08,0.03378,0.11378
5/04/2009 8:03,55.9,55,73.44,42.04,73.44,52.86,73.44,0,1,37.06,46.325,33.18,0.08,0.03755,0.11755
5/04/2009 8:04,55.9,55,74.28,42.03,74.28,52.64,74.28,0,1,35.37,44.2125,33.96,0.078,0.04459,0.12259
5/04/2009 8:05,55.9,55,74.6,42.01,74.6,52.43,74.6,0,1,34.76,43.45,35.53,0.079,0.0471,0.1261
5/04/2009 8:06,55.58,55,74.92,41.88,74.92,52.22,74.92,0,1,33.61,42.0125,33.26,0.075,0.04871,0.12371
5/04/2009 8:07,55.58,55,74.81,41.87,74.81,52.01,74.81,0,1,33.81,42.2625,35.55,0.078,0.0479,0.1259
5/04/2009 8:08,55.47,55,74.92,41.88,74.92,51.9,74.92,0,1,33.42,41.775,35.14,0.077,0.04843,0.12543
5/04/2009 8:09,55.47,55,74.81,41.8,74.81,51.79,74.81,0,1,33.61,42.0125,36.43,0.078,0.04762,0.12562
5/04/2009 8:10,55.26,55,74.81,41.73,74.81,51.79,74.81,0,1,33.25,41.5625,33.98,0.076,0.04711,0.12311
5/04/2009 8:11,55.15,55,74.81,41.7,74.81,51.69,74.81,0,1,33.07,41.3375,33.7,0.075,0.04685,0.12185
5/04/2009 8:12,55.15,55,74.7,41.7,74.7,51.58,74.7,0,1,33.25,41.5625,34.96,0.077,0.04603,0.12303
5/04/2009 8:13,55.04,55,74.6,41.65,74.6,51.37,74.6,0,1,33.24,41.55,35.93,0.077,0.04504,0.12204
5/04/2009 8:14,54.93,55,74.6,41.67,74.6,51.48,74.6,0,1,33.05,41.3125,33.59,0.075,0.04478,0.11978
5/04/2009 8:15,54.83,55,74.81,41.7,74.81,51.48,74.81,0,1,32.54,40.675,32.11,0.073,0.0461,0.1191
5/04/2009 8:16,54.72,55,74.6,41.84,74.6,51.48,74.6,0,1,32.7,40.875,31.21,0.072,0.04431,0.11631
5/04/2009 8:17,54.61,55,74.49,41.83,74.49,51.37,74.49,0,1,32.7,40.875,31.21,0.072,0.04325,0.11525
5/04/2009 8:18,54.5,55,74.49,41.96,74.49,51.26,74.49,0,1,32.52,40.65,31.04,0.072,0.04301,0.11501
5/04/2009 8:19,54.5,55,74.39,41.89,74.39,51.26,74.39,0,1,32.69,40.8625,31.2,0.072,0.04227,0.11427
5/04/2009 8:20,54.39,55,74.49,41.85,74.49,51.37,74.49,0,1,32.34,40.425,28.77,0.069,0.04277,0.11177
5/04/2009 8:21,54.39,55,74.39,42.02,74.39,51.26,74.39,0,1,32.51,40.6375,29.97,0.071,0.04204,0.11304
5/04/2009 8:22,54.29,55,74.49,42.01,74.49,51.26,74.49,0,1,32.18,40.225,28.72,0.069,0.04256,0.11156
5/04/2009 8:23,54.39,55,74.49,41.83,74.49,51.16,74.49,0,1,32.34,40.425,30.77,0.071,0.04277,0.11377
5/04/2009 8:24,54.18,55,74.6,41.84,74.6,51.26,74.6,0,1,31.84,39.8,27.39,0.067,0.04314,0.11014
5/04/2009 8:25,54.18,55,74.6,42.12,74.6,51.26,74.6,0,1,31.84,39.8,27.39,0.067,0.04314,0.11014
5/04/2009 8:26,54.18,55,74.49,42.22,74.49,51.16,74.49,0,1,32.01,40.0125,28.47,0.068,0.04233,0.11033
5/04/2009 8:27,53.96,55,74.39,42.18,74.39,51.05,74.39,0,1,31.82,39.775,27.27,0.067,0.04115,0.10815
5/04/2009 8:28,54.18,55,74.49,41.94,74.49,51.05,74.49,0,1,32.01,40.0125,29.51,0.07,0.04233,0.11233
5/04/2009 8:29,53.96,55,74.49,41.89,74.49,51.05,74.49,0,1,31.67,39.5875,27.15,0.067,0.04188,0.10888
5/04/2009 8:30,53.86,55,74.28,41.74,74.28,50.73,74.28,0,1,31.84,39.8,29.35,0.069,0.04014,0.10914
5/04/2009 8:31,53.86,55,74.28,41.85,74.28,50.73,74.28,0,1,31.84,39.8,29.35,0.069,0.04014,0.10914
5/04/2009 8:32,53.75,55,74.39,42.08,74.39,50.84,74.39,0,1,31.5,39.375,27,0.066,0.04073,0.10673
5/04/2009 8:33,53.75,55,74.39,42.12,74.39,51.05,74.39,0,1,31.5,39.375,25.05,0.064,0.04073,0.10473
5/04/2009 8:34,53.64,55,74.28,42.13,74.28,51.16,74.28,0,1,31.5,39.375,23.01,0.062,0.03971,0.10171
5/04/2009 8:35,53.86,55,74.39,42.2,74.39,51.48,74.39,0,1,31.67,39.5875,22.2,0.062,0.04095,0.10295
5/04/2009 8:36,53.86,55,74.28,42.21,74.28,51.79,74.28,0,1,31.84,39.8,19.41,0.059,0.04014,0.09914
5/04/2009 8:37,53.96,55,74.28,42.26,74.28,52.01,74.28,0,1,31.99,39.9875,18.37,0.058,0.04033,0.09833
5/04/2009 8:38,54.07,55,74.28,42.32,74.28,52.32,74.28,0,1,32.17,40.2125,16.58,0.057,0.04056,0.09756
5/04/2009 8:39,54.18,55,74.28,42.31,74.28,52.64,74.28,0,1,32.34,40.425,14.67,0.055,0.04077,0.09577
5/04/2009 8:40,54.39,55,74.18,42.39,74.18,52.96,74.18,0,1,32.85,41.0625,13.84,0.055,0.04045,0.09545
5/04/2009 8:41,54.61,55,74.18,42.49,74.18,53.17,74.18,0,1,33.22,41.525,14.09,0.056,0.0409,0.0969
5/04/2009 8:42,54.83,55,74.28,42.44,74.28,53.49,74.28,0,1,33.42,41.775,13.19,0.055,0.04213,0.09713
5/04/2009 8:43,55.04,55,74.18,42.61,74.18,53.49,74.18,0,1,33.97,42.4625,15.51,0.058,0.04182,0.09982
5/04/2009 8:44,55.04,55,74.28,42.73,74.28,53.6,74.28,0,1,33.79,42.2375,14.33,0.057,0.0426,0.0996
5/04/2009 8:45,55.26,55,74.28,42.86,74.28,53.7,74.28,0,1,34.18,42.725,15.71,0.058,0.04309,0.10109
5/04/2009 8:46,55.47,55,74.28,42.97,74.28,53.7,74.28,0,1,34.56,43.2,18.02,0.061,0.04357,0.10457
5/04/2009 8:47,55.36,55,74.18,43.01,74.18,53.92,74.18,0,1,34.54,43.175,14.65,0.058,0.04253,0.10053
5/04/2009 8:48,55.58,55,74.28,42.97,74.28,53.92,74.28,0,1,34.76,43.45,17,0.06,0.04382,0.10382
5/04/2009 8:49,55.58,55,74.18,42.98,74.18,53.81,74.18,0,1,34.95,43.6875,18.22,0.062,0.04303,0.10503
5/04/2009 8:50,55.69,55,74.18,43.05,74.18,53.81,74.18,0,1,35.16,43.95,19.47,0.063,0.04329,0.10629
5/04/2009 8:51,55.79,55,74.18,42.97,74.18,53.81,74.18,0,1,35.35,44.1875,20.62,0.065,0.04352,0.10852
5/04/2009 8:52,55.79,55,74.18,43.15,74.18,53.7,74.18,0,1,35.35,44.1875,21.76,0.066,0.04352,0.10952
5/04/2009 8:53,55.79,55,74.18,43.07,74.18,53.7,74.18,0,1,35.35,44.1875,21.76,0.066,0.04352,0.10952
5/04/2009 8:54,55.79,55,74.18,43.18,74.18,53.81,74.18,0,1,35.35,44.1875,20.62,0.065,0.04352,0.10852
5/04/2009 8:55,55.69,55,74.18,43.2,74.18,53.81,74.18,0,1,35.16,43.95,19.47,0.063,0.04329,0.10629
5/04/2009 8:56,55.79,55,74.07,43.25,74.07,53.81,74.07,0,1,35.56,44.45,20.74,0.065,0.04263,0.10763
5/04/2009 8:57,55.9,55,74.18,43.15,74.18,53.92,74.18,0,1,35.56,44.45,20.74,0.065,0.04378,0.10878
5/04/2009 8:58,55.9,55,74.07,43.22,74.07,53.7,74.07,0,1,35.78,44.725,23.19,0.068,0.04289,0.11089
5/04/2009 8:59,55.79,55,74.18,43.16,74.18,53.49,74.18,0,1,35.35,44.1875,23.95,0.068,0.04352,0.11152
5/04/2009 9:00,55.9,55,74.18,43.02,74.18,53.39,74.18,0,1,35.56,44.45,26.29,0.071,0.04378,0.11478
5/04/2009 9:01,55.69,55,74.07,43.3,74.07,53.17,74.07,0,1,35.37,44.2125,26.25,0.07,0.0424,0.1124
5/04/2009 9:02,55.58,55,74.07,43.57,74.07,53.28,74.07,0,1,35.16,43.95,23.82,0.068,0.04215,0.11015
5/04/2009 9:03,55.58,55,74.18,43.44,74.18,53.28,74.18,0,1,34.95,43.6875,23.68,0.067,0.04303,0.11003
5/04/2009 9:04,55.69,55,74.07,43.33,74.07,53.07,74.07,0,1,35.37,44.2125,27.3,0.072,0.0424,0.1144
5/04/2009 9:05,55.36,55,73.97,43.35,73.97,52.96,73.97,0,1,34.93,43.6625,24.69,0.068,0.04085,0.10885
5/04/2009 9:06,55.36,55,74.07,43.34,74.07,52.96,74.07,0,1,34.75,43.4375,24.57,0.068,0.04166,0.10966
5/04/2009 9:07,55.36,55,74.07,43.38,74.07,52.86,74.07,0,1,34.75,43.4375,25.59,0.069,0.04166,0.11066
5/04/2009 9:08,55.26,55,73.97,43.33,73.97,52.86,73.97,0,1,34.75,43.4375,24.57,0.068,0.04064,0.10864
5/04/2009 9:09,55.15,55,73.97,43.38,73.97,52.64,73.97,0,1,34.54,43.175,25.54,0.069,0.04039,0.10939
5/04/2009 9:10,55.15,55,74.07,43.37,74.07,52.64,74.07,0,1,34.36,42.95,25.4,0.068,0.04119,0.10919
5/04/2009 9:11,55.04,55,73.97,43.33,73.97,52.54,73.97,0,1,34.34,42.925,25.29,0.068,0.04016,0.10816
5/04/2009 9:12,55.04,55,73.97,43.33,73.97,52.54,73.97,0,1,34.34,42.925,25.29,0.068,0.04016,0.10816
5/04/2009 9:13,54.93,55,73.86,43.44,73.86,52.43,73.86,0,1,34.34,42.925,25.29,0.068,0.03904,0.10704
5/04/2009 9:14,55.04,55,73.97,43.45,73.97,52.54,73.97,0,1,34.34,42.925,25.29,0.068,0.04016,0.10816
5/04/2009 9:15,54.93,55,74.07,43.3,74.07,52.54,74.07,0,1,33.97,42.4625,23.91,0.066,0.04072,0.10672
5/04/2009 9:16,54.83,55,73.97,43.18,73.97,52.43,73.97,0,1,33.97,42.4625,24.01,0.066,0.03972,0.10572
5/04/2009 9:17,54.72,55,73.97,43.26,73.97,52.54,73.97,0,1,33.77,42.2125,21.68,0.064,0.03949,0.10349
5/04/2009 9:18,54.72,55,73.76,43.53,73.76,52.32,73.76,0,1,34.14,42.675,24.13,0.067,0.03781,0.10481
5/04/2009 9:19,54.72,55,73.76,43.97,73.76,52.54,73.76,0,1,34.14,42.675,21.92,0.065,0.03781,0.10281
5/04/2009 9:20,54.83,55,73.76,43.84,73.76,52.54,73.76,0,1,34.34,42.925,23.16,0.066,0.03803,0.10403
5/04/2009 9:21,54.83,55,73.76,43.84,73.76,52.54,73.76,0,1,34.34,42.925,23.16,0.066,0.03803,0.10403
5/04/2009 9:22,54.83,55,73.76,43.95,73.76,52.64,73.76,0,1,34.34,42.925,22.15,0.065,0.03803,0.10303
5/04/2009 9:23,54.83,55,73.97,44.02,73.97,52.64,73.97,0,1,33.97,42.4625,21.91,0.064,0.03972,0.10372
5/04/2009 9:24,54.83,55,73.86,43.94,73.86,52.54,73.86,0,1,34.16,42.7,23.04,0.066,0.03884,0.10484
5/04/2009 9:25,54.83,55,73.76,43.86,73.76,52.75,73.76,0,1,34.34,42.925,21.04,0.064,0.03803,0.10203
5/04/2009 9:26,54.83,55,73.86,43.69,73.86,52.64,73.86,0,1,34.16,42.7,22.04,0.065,0.03884,0.10384
5/04/2009 9:27,54.83,55,73.86,43.69,73.86,52.54,73.86,0,1,34.16,42.7,23.04,0.066,0.03884,0.10484
5/04/2009 9:28,55.04,55,73.65,43.99,73.65,52.54,73.65,0,1,34.93,43.6625,25.72,0.069,0.03755,0.10655
5/04/2009 9:29,54.72,55,73.65,44.34,73.65,52.64,73.65,0,1,34.34,42.925,21.04,0.064,0.03692,0.10092
5/04/2009 9:30,54.83,55,73.55,44.59,73.55,52.75,73.55,0,1,34.73,43.4125,21.28,0.065,0.03632,0.10132
5/04/2009 9:31,54.93,55,73.65,44.58,73.65,52.96,73.65,0,1,34.73,43.4125,20.15,0.064,0.03734,0.10134
5/04/2009 9:32,55.04,55,73.76,44.66,73.76,53.07,73.76,0,1,34.73,43.4125,20.15,0.064,0.03846,0.10246
5/04/2009 9:33,55.04,55,73.65,44.6,73.65,52.96,73.65,0,1,34.93,43.6625,21.4,0.065,0.03755,0.10255
5/04/2009 9:34,55.15,55,73.76,44.67,73.76,53.17,73.76,0,1,34.93,43.6625,20.37,0.064,0.03869,0.10269
5/04/2009 9:35,55.15,55,73.76,44.67,73.76,53.07,73.76,0,1,34.93,43.6625,21.4,0.065,0.03869,0.10369
5/04/2009 9:36,55.26,55,73.65,44.63,73.65,53.07,73.65,0,1,35.35,44.1875,22.8,0.067,0.038,0.105
5/04/2009 9:37,55.26,55,73.86,44.59,73.86,53.17,73.86,0,1,34.95,43.6875,21.52,0.065,0.03974,0.10474
5/04/2009 9:38,55.15,55,73.86,44.36,73.86,53.07,73.86,0,1,34.75,43.4375,21.29,0.065,0.03951,0.10451
5/04/2009 9:39,55.26,55,73.86,44.34,73.86,52.96,73.86,0,1,34.95,43.6875,23.68,0.067,0.03974,0.10674
5/04/2009 9:40,55.15,55,73.65,44.42,73.65,52.96,73.65,0,1,35.14,43.925,22.67,0.067,0.03778,0.10478
5/04/2009 9:41,55.15,55,73.76,44.38,73.76,52.96,73.76,0,1,34.93,43.6625,22.53,0.066,0.03869,0.10469
5/04/2009 9:42,55.26,55,73.76,44.06,73.76,52.86,73.76,0,1,35.14,43.925,24.84,0.069,0.03892,0.10792
5/04/2009 9:43,55.15,55,73.76,44.12,73.76,52.86,73.76,0,1,34.93,43.6625,23.56,0.067,0.03869,0.10569
5/04/2009 9:44,55.04,55,73.76,44.12,73.76,52.86,73.76,0,1,34.73,43.4125,22.3,0.066,0.03846,0.10446
5/04/2009 9:45,55.15,55,73.65,44.34,73.65,52.96,73.65,0,1,35.14,43.925,22.67,0.067,0.03778,0.10478
5/04/2009 9:46,55.15,55,73.55,44.34,73.55,52.86,73.55,0,1,35.33,44.1625,23.83,0.068,0.03694,0.10494
5/04/2009 9:47,55.15,55,73.55,44.31,73.55,52.86,73.55,0,1,35.33,44.1625,23.83,0.068,0.03694,0.10494
5/04/2009 9:48,55.15,55,73.65,44.19,73.65,52.86,73.65,0,1,35.14,43.925,23.7,0.068,0.03778,0.10578
5/04/2009 9:49,55.04,55,73.44,44.3,73.44,52.86,73.44,0,1,35.33,44.1625,22.69,0.067,0.0358,0.1028
5/04/2009 9:50,55.04,55,73.55,44.32,73.55,52.86,73.55,0,1,35.12,43.9,22.55,0.066,0.03672,0.10272
5/04/2009 9:51,55.04,55,73.55,44.47,73.55,52.96,73.55,0,1,35.12,43.9,21.52,0.065,0.03672,0.10172
5/04/2009 9:52,55.15,55,73.65,44.7,73.65,53.07,73.65,0,1,35.14,43.925,21.53,0.065,0.03778,0.10278
5/04/2009 9:53,55.15,55,73.55,45.09,73.55,53.17,73.55,0,1,35.33,44.1625,20.6,0.065,0.03694,0.10194
5/04/2009 9:54,55.26,55,73.55,44.98,73.55,53.28,73.55,0,1,35.54,44.425,20.73,0.065,0.03716,0.10216
5/04/2009 9:55,55.26,55,73.65,44.76,73.65,53.17,73.65,0,1,35.35,44.1875,21.76,0.066,0.038,0.104
5/04/2009 9:56,55.26,55,73.65,44.65,73.65,52.96,73.65,0,1,35.35,44.1875,23.95,0.068,0.038,0.106
5/04/2009 9:57,55.15,55,73.55,44.74,73.55,52.86,73.55,0,1,35.33,44.1625,23.83,0.068,0.03694,0.10494
5/04/2009 9:58,55.15,55,73.65,45.04,73.65,53.07,73.65,0,1,35.14,43.925,21.53,0.065,0.03778,0.10278
5/04/2009 9:59,55.15,55,73.55,45.09,73.55,52.96,73.55,0,1,35.33,44.1625,22.79,0.067,0.03694,0.10394
5/04/2009 14:00,55.04,55,72.39,52.57,72.39,55.72,72.39,0.19,1,37.47,46.8375,7.5,0.054,0.02638,0.08038
5/04/2009 14:01,54.93,55,72.39,52.63,72.39,55.61,72.39,0.18,1,37.23,46.5375,7.46,0.054,0.02621,0.08021
5/04/2009 14:02,54.83,55,72.81,53.13,72.81,55.83,72.81,0.18,1,36.16,45.2,10.65,0.056,0.02993,0.08593
5/04/2009 14:03,54.93,55,73.23,53.14,73.23,56.04,73.23,0.18,1,35.52,44.4,11.61,0.056,0.03379,0.08979
5/04/2009 14:04,55.04,55,73.55,52.74,73.55,55.93,73.55,0.18,1,35.12,43.9,9.21,0.053,0.03672,0.08972
5/04/2009 14:05,55.04,55,73.86,53.03,73.86,55.83,73.86,0.19,1,34.54,43.175,8.04,0.051,0.03927,0.09027
5/04/2009 14:06,55.04,55,74.18,53.4,74.18,56.14,74.18,0.18,1,33.97,42.4625,11.01,0.053,0.04182,0.09482
5/04/2009 14:07,55.15,55,74.07,53.69,74.07,56.14,74.07,0.19,1,34.36,42.95,10.02,0.053,0.04119,0.09419
5/04/2009 14:08,55.15,55,74.28,53.87,74.28,56.25,74.28,0.19,1,33.98,42.475,11.01,0.053,0.04284,0.09584
5/04/2009 14:09,55.26,55,74.28,53.71,74.28,56.25,74.28,0.2,1,34.18,42.725,9.97,0.053,0.04309,0.09609
5/04/2009 14:10,55.15,55,74.28,53.44,74.28,56.04,74.28,0.2,1,33.98,42.475,8.91,0.051,0.04284,0.09384
5/04/2009 14:11,55.15,55,74.39,53.18,74.39,55.93,74.39,0.2,1,33.79,42.2375,7.76,0.05,0.04369,0.09369
5/04/2009 14:12,55.15,55,74.18,52.86,74.18,55.72,74.18,0.2,1,34.16,42.7,5.74,0.048,0.04206,0.09006
5/04/2009 14:13,55.15,55,74.39,52.92,74.39,55.72,74.39,0.2,1,33.79,42.2375,5.67,0.048,0.04369,0.09169
5/04/2009 14:14,55.04,55,74.18,53.12,74.18,55.72,74.18,0.2,1,33.97,42.4625,6.8,0.049,0.04182,0.09082
5/04/2009 14:15,55.04,55,74.28,52.67,74.28,55.72,74.28,0.2,1,33.79,42.2375,6.77,0.049,0.0426,0.0916
5/04/2009 14:16,55.04,55,74.18,52.78,74.18,55.83,74.18,0.21,1,33.97,42.4625,7.9,0.05,0.04182,0.09182
5/04/2009 14:17,55.04,55,73.97,52.95,73.97,55.72,73.97,0.2,1,34.34,42.925,6.88,0.05,0.04016,0.09016
5/04/2009 14:18,55.04,55,73.97,52.95,73.97,55.61,73.97,0.2,1,34.34,42.925,5.77,0.049,0.04016,0.08916
5/04/2009 14:19,55.04,55,73.97,53.34,73.97,55.83,73.97,0.21,1,34.34,42.925,7.99,0.051,0.04016,0.09116
5/04/2009 14:20,55.15,55,73.86,53.49,73.86,55.83,73.86,0.21,1,34.75,43.4375,6.96,0.05,0.03951,0.08951
5/04/2009 14:21,55.04,55,73.86,53.49,73.86,55.72,73.86,0.21,1,34.54,43.175,6.92,0.05,0.03927,0.08927
5/04/2009 14:22,55.04,55,73.86,53.9,73.86,55.93,73.86,0.21,1,34.54,43.175,9.05,0.052,0.03927,0.09127
5/04/2009 14:23,55.26,55,73.86,54.28,73.86,56.25,73.86,0.21,1,34.95,43.6875,10.19,0.054,0.03974,0.09374
5/04/2009 14:24,55.36,55,73.76,54.47,73.76,56.46,73.76,0.22,1,35.33,44.1625,11.45,0.056,0.03913,0.09513
5/04/2009 14:25,55.36,55,73.86,54.15,73.86,56.57,73.86,0.22,1,35.14,43.925,12.52,0.056,0.03995,0.09595
5/04/2009 14:26,55.47,55,73.76,54.36,73.76,56.46,73.76,0.23,1,35.54,44.425,10.36,0.055,0.03936,0.09436
5/04/2009 14:27,55.26,55,73.86,54.32,73.86,56.57,73.86,0.23,1,34.95,43.6875,13.49,0.057,0.03974,0.09674
5/04/2009 14:28,55.26,55,73.76,54.25,73.76,56.67,73.76,0.23,1,35.14,43.925,14.59,0.059,0.03892,0.09792
5/04/2009 14:29,55.26,55,73.86,54.17,73.86,56.57,73.86,0.24,1,34.95,43.6875,13.49,0.057,0.03974,0.09674
5/04/2009 14:30,55.15,55,73.65,54.07,73.65,56.36,73.65,0.23,1,35.14,43.925,12.52,0.056,0.03778,0.09378
5/04/2009 14:31,54.93,55,73.55,54.41,73.55,56.46,73.55,0.23,1,34.91,43.6375,15.73,0.059,0.0365,0.0955
5/04/2009 14:32,54.83,55,73.65,54.55,73.65,56.57,73.65,0.23,1,34.54,43.175,17.7,0.061,0.03713,0.09813
